city,state,church,organized,members,minister,citation,jlat,jlon,url
Waterloo,WI,,1845,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 251),43.1838843,-88.9884421,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Watertown,WI,,1845,21,N. C. Chapin,The Year-book of the American Congregational Union for the Year 1854 (p. 251),43.1947211,-88.7289918,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Bristol,WI,,1851,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.5587325,-88.0504121,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Kenosha,WI,,1838,152,J. Gridley,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.5847425,-87.8211854,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Paris,WI,,1844,NA,Joseph S. Emery,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.6336298,-88.0514727,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Pleasant Prarie,WI,,1844,37,,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.5530753,-87.9334118,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Salem,WI,,1840,37,L. W. Thompson,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.5542369,-88.1104802,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Wilmot,WI,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.5130426,-88.1825133,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Bonner Branch,WI,,1849,22,Calvin Warner,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.7422261,-90.1748848,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Elk Grove,WI,,1846,29,Calvin Warner,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.6716639,-90.3909613,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Shullsburgh,WI,,1848,22,John Reynard,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.5733354,-90.23096,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Willow Springs,WI,,1847,27,S. A. McEwen,The Year-book of the American Congregational Union for the Year 1854 (p. 251),43.13889,-88.18417,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
New Diggings,WI,,1844,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 251),42.5352802,-90.3354051,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Two Rivers,WI,,NA,12,D. Pinkerton,The Year-book of the American Congregational Union for the Year 1854 (p. 251),44.1538844,-87.5692478,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Berlin,WI,,1850,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 251),43.9600846935,-88.9471578919,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Berlin,WI,Welsh,1850,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 251),43.9751020218,-88.9534433898,https://archive.org/stream/americancongrega04amer#page/251/mode/1up
Granville,WI,,1843,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 252),43.1775,-88.04389,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Milwaukee,WI,Plymouth Church,1841,175,J. J. Miter,The Year-book of the American Congregational Union for the Year 1854 (p. 252),43.032035374,-87.9053476127,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Milwaukee,WI,Spring Street,1847,NA,J. G. Wilson,The Year-book of the American Congregational Union for the Year 1854 (p. 252),43.0374525399,-87.896582851,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Wauwatosa,WI,,1842,77,Luther Clapp,The Year-book of the American Congregational Union for the Year 1854 (p. 252),43.0494572,-88.0075875,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Appleton,WI,,NA,31,Charles W. Munroe,The Year-book of the American Congregational Union for the Year 1854 (p. 252),44.2619309,-88.4153847,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Caledonia,WI,,1844,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.8077958,-87.924248,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
North Rochester,WI,,1840,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.76523,-88.215133,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Racine,WI,,1851,40,M. P. Kinney,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.7230653055,-87.7824917676,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Racine,WI,Welsh,1848,45,John Parry,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.721864135,-87.7828855745,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Raymond,WI,,NA,76,T. Loomis,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.8008509,-88.0125843,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Rochester,WI,,1840,40,R. R. Snow,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.7414058,-88.2242565,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Beloit,WI,,1838,238,---- Brinsmade,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.5083482,-89.0317765,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Centre,WI,,1848,28,J. Jameson,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.966986,-90.858945,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Emerald Grove,WI,,1846,49,O. F. Curtis,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.65611,-88.88056,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Evansville,WI,,1846,7,Francis Lawson,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.7802831,-89.2992838,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Fulton,WI,,NA,21,W. Sewall,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.8080616,-89.1276138,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Janesville,WI,,1845,149,H. Foote,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.6827885,-89.0187222,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Johnstown,WI,,1845,48,H. H. Dixon,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.7000119,-88.8062182,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Magnolia,WI,,NA,19,J. Jameson,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.7158404,-89.2887276,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Milton,WI,,1838,29,A. Warren,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.7755645,-88.943999,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Mount Zion,WI,,1842,28,,The Year-book of the American Congregational Union for the Year 1854 (p. 252),43.256667,-90.733611,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Newark,WI,,1845,28,,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.5422338,-89.2276138,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Rock Prairie,WI,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.5360595,-89.0117229,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Shopiere,WI,,1844,72,M. Wells,The Year-book of the American Congregational Union for the Year 1854 (p. 252),42.5725,-88.9383299,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Baraboo,WI,,1847,NA,W. Cochran,The Year-book of the American Congregational Union for the Year 1854 (p. 252),43.4710944,-89.7442906,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Prairie du Sac,WI,,1841,19,Edward G. Miner,The Year-book of the American Congregational Union for the Year 1854 (p. 252),43.2869331,-89.7240116,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Spring Green Prairie,WI,Welsh,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 252),43.1882489,-90.0851721,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Sheboygan,WI,,1845,43,Charles W. Camp,The Year-book of the American Congregational Union for the Year 1854 (p. 252),43.7461782902,-87.7064401401,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Sheboygan,WI,Falls,1847,72,W. Allen,The Year-book of the American Congregational Union for the Year 1854 (p. 252),43.7425293977,-87.7118146546,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Allen's Grove,WI,,1845,92,Benjamin Holtz,The Year-book of the American Congregational Union for the Year 1854 (pp. 252-53),42.58028,-88.7625,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Bloomfield,WI,,1846,NA,,The Year-book of the American Congregational Union for the Year 1854 (pp. 252-53),42.5199667,-88.3821989,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Delavan,WI,,1841,92,Lucius Foote,The Year-book of the American Congregational Union for the Year 1854 (pp. 252-53),42.6330703,-88.6437138,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Elkhorn,WI,,1843,29,,The Year-book of the American Congregational Union for the Year 1854 (pp. 252-53),42.6727927,-88.5445447,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Spring Prairie,WI,,1841,20,,The Year-book of the American Congregational Union for the Year 1854 (pp. 252-53),42.6914047,-88.4042626,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Sugar Creek,WI,,1841,27,,The Year-book of the American Congregational Union for the Year 1854 (pp. 252-53),42.7188082,-88.6144839,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Troy,WI,,1839,70,,The Year-book of the American Congregational Union for the Year 1854 (pp. 252-53),42.778903,-88.4448195,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Whitewater,WI,,1840,115,W. S. Huggins,The Year-book of the American Congregational Union for the Year 1854 (pp. 252-53),42.8336205,-88.7323272,https://archive.org/stream/americancongrega04amer#page/252/mode/1up
Hartford,WI,,1847,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 253),43.3177794,-88.3789862,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Brookfield,WI,,1849,16,Anson Clark,The Year-book of the American Congregational Union for the Year 1854 (p. 253),43.0605671,-88.1064787,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Delafield,WI,,1844,32,R. Morris,The Year-book of the American Congregational Union for the Year 1854 (p. 253),43.060842,-88.4037079,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Genesee,WI,,1842,61,S. Emerson,The Year-book of the American Congregational Union for the Year 1854 (p. 253),42.9527895,-88.3589842,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Lisbon,WI,,1842,35,,The Year-book of the American Congregational Union for the Year 1854 (p. 253),43.1511187,-88.2462045,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Oconomewoc,WI,,1845,25,,The Year-book of the American Congregational Union for the Year 1854 (p. 253),43.1116731,-88.4992659,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Pewaukee,WI,,1840,34,,The Year-book of the American Congregational Union for the Year 1854 (p. 253),43.0542058,-88.2169027,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Warren,WI,,1841,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 253),44.9991147,-92.5718415,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Waukesha,WI,,1838,98,M. Holmes,The Year-book of the American Congregational Union for the Year 1854 (p. 253),43.0116784,-88.2314813,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Menasha,WI,,1851,29,J. W. Walcott,The Year-book of the American Congregational Union for the Year 1854 (p. 253),44.2022084,-88.4464973,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Neenah,WI,,1846,25,,The Year-book of the American Congregational Union for the Year 1854 (p. 253),44.1910740426,-88.4723942475,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Neenah,WI,Welsh,1849,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 253),44.1778970562,-88.4501198689,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Oshkosh,WI,,1849,55,Hiram Freeman,The Year-book of the American Congregational Union for the Year 1854 (p. 253),44.0313330984,-88.5422031524,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Oshkosh,WI,Welsh,1850,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 253),44.0270854027,-88.5546345266,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Princeton,WI,,NA,13,E. G. Bradford,The Year-book of the American Congregational Union for the Year 1854 (p. 253),43.8508134,-89.1217828,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Stockbridge,WI,,NA,52,O. P. Clinton,The Year-book of the American Congregational Union for the Year 1854 (p. 253),44.0716558,-88.2989947,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Vinland,WI,,1850,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 253),44.1153333,-88.5468645,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Wautoma,WI,,NA,5,Edward Brown,The Year-book of the American Congregational Union for the Year 1854 (p. 253),44.0746995,-89.287897,https://archive.org/stream/americancongrega04amer#page/253/mode/1up
Anamosa,IA,,1846,50,A. Wright,The Year-book of the American Congregational Union for the Year 1854 (p. 261),42.1083371,-91.2851594,https://archive.org/stream/americancongrega04amer#page/261/mode/1up
Davenport,IA,,1839,72,E. Adams,The Year-book of the American Congregational Union for the Year 1854 (p. 261),41.5236437,-90.5776367,https://archive.org/stream/americancongrega04amer#page/261/mode/1up
